DATE,Crude,natural_gas,Cocoa,Coffee,Soybeans,soybean_oil,soybean_meal,Maize,Wheat,Banana,Orange,Beef,Chicken,Sugar,Cotton,Rubber,Phosphate,Aluminum,Iron ore,Copper,Gold,President,CPI,
9/1/2020,40.6,1.92,2.46,3.67,423.41,905.86,408.43,166.08,247.68,1.24,0.61,4.6,1.47,0.59,1.56,1.86,79.38,1743.77,123.75,6704.9,1921.92,Democrat,260.029,
10/1/2020,39.9,2.25,2.29,3.35,454.25,914.77,465.55,186.75,272.36,1.13,0.61,4.42,1.5,0.61,1.65,2.19,80,1806.1,119.78,6713.81,1900.27,Democrat,260.286,
11/1/2020,42.3,2.59,2.36,3.32,499.98,973.88,495.98,190.38,273,1.13,0.65,4.4,1.7,0.65,1.71,2.3,82.5,1935.28,124.36,7068.91,1866.3,Democrat,260.813,
12/1/2020,48.73,2.54,2.41,3.48,510.94,1026.2,494.98,198.77,268.55,1.15,0.64,4.4,1.81,0.63,1.79,2.33,83.33,2014.67,155.43,7772.24,1858.42,Democrat,262.035,
1/1/2021,53.6,2.67,2.39,3.54,576.37,1098.67,562.38,234.47,289.3,1.24,0.63,4.46,1.81,0.63,1.92,2.3,85,2003.98,169.63,7972.15,1866.98,Democrat,262.65,
2/1/2021,60.46,5.07,2.41,3.67,578.26,1123.5,548.44,245.24,289.4,1.22,0.58,4.66,1.81,0.66,2.05,2.35,88.13,2078.59,163.8,8470.94,1808.17,Democrat,263.638,
3/1/2021,63.83,2.56,2.46,3.68,585.71,1284.81,483.9,245.17,273.13,1.23,0.6,4.72,1.89,0.67,2.02,2.37,96.25,2190.48,168.18,8988.25,1718.23,Democrat,264.914,
4/1/2021,62.95,2.61,2.37,3.72,597.13,1386.35,464.2,268.23,280.95,1.23,0.59,5.17,2.26,0.69,2,2.15,95,2319.39,179.83,9324.82,1760.04,Democrat,266.67,
5/1/2021,66.4,2.89,2.41,4.11,646.8,1574.67,482.38,305.31,297.25,1.23,0.61,5.48,2.37,0.71,2,2.29,102.5,2433.53,207.72,10161.97,1850.26,Democrat,268.444,
6/1/2021,71.8,3.23,2.37,4.24,614.68,1518.16,467.15,292.56,285.55,1.23,0.64,5.68,2.38,0.73,2.08,2.12,125,2446.65,214.43,9631.5,1834.57,Democrat,270.559,
7/1/2021,73.28,3.8,2.33,4.5,600.44,1468.34,470.02,278.43,294.27,1.23,0.69,5.59,2.38,0.8,2.15,1.87,125,2497.64,214.14,9450.82,1807.84,Democrat,271.764,
8/1/2021,68.87,4.05,2.48,4.77,585.8,1433.94,470.26,256.61,324.52,1.23,0.72,5.61,2.38,0.76,2.23,1.9,136.88,2602.99,162.16,9370.14,1785.28,Democrat,272.87,
9/1/2021,72.8,5.11,2.56,4.97,557.55,1398.75,467.83,235.62,337.55,1.18,0.74,5.77,1.83,0.79,2.29,1.79,147.5,2834.56,124.52,9324.71,1775.14,Democrat,274.028,
10/1/2021,82.06,5.48,2.57,5.31,551.95,1483.52,450.85,239.65,354.67,1.15,0.66,5.53,1.76,0.82,2.59,1.87,147.5,2934.39,122.91,9829.22,1776.85,Democrat,276.522,
11/1/2021,79.92,5.02,2.39,5.71,551.04,1442.96,442.63,248.72,379.45,1.14,0.66,5.69,1.55,0.82,2.79,1.93,153.13,2636.45,96.24,9728.9,1821.76,Democrat,278.711,
12/1/2021,72.87,3.73,2.38,5.91,554.14,1411.21,461.66,264.54,376.81,1.16,0.71,5.75,1.47,0.81,2.65,1.92,176.67,2695.53,116.96,9551.18,1790.43,Democrat,280.887,
1/1/2022,83.92,4.33,2.47,5.98,606.22,1469.56,526.49,276.62,374.24,1.16,0.79,5.81,1.36,0.78,2.91,1.97,173.13,3005.98,132.53,9782.34,1816.02,Democrat,282.599,
2/1/2022,93.54,4.66,2.55,6.17,661.63,1595.74,569.46,292.62,390.5,1.24,0.73,5.99,1.45,0.78,3.05,2.11,172.5,3245.79,142.84,9943.17,1856.3,Democrat,284.61,
3/1/2022,112.4,4.88,2.46,5.7,720.6,1956.88,601.43,335.53,486.3,1.39,0.77,6.07,1.76,0.8,3.11,2.12,178.75,3498.37,152.07,10230.89,1947.83,Democrat,287.472,
4/1/2022,103.41,6.53,2.46,5.85,720.79,1947.51,579.45,348.17,495.28,1.46,0.91,5.97,1.87,0.81,3.42,2.09,249.5,3244.41,151.25,10161.38,1936.86,Democrat,288.611,
5/1/2022,110.1,8.14,2.37,5.74,724.09,1962.88,529.83,344.84,522.29,1.46,0.92,5.94,1.9,0.8,3.61,2.06,255,2830.32,131.21,9377.15,1848.5,Democrat,291.268,
6/1/2022,116.8,7.67,2.32,6.03,737.06,1751.76,528.14,335.71,459.59,1.44,0.94,5.81,1.85,0.79,3.4,2.03,287.5,2563.44,130.74,9024.46,1836.57,Democrat,294.728,
7/1/2022,105.08,7.26,2.24,5.64,678.2,1533.4,535.54,322.97,382.5,1.53,0.84,5.73,1.72,0.77,2.89,1.78,320,2408.42,108.57,7544.81,1732.74,Democrat,294.628,
8/1/2022,95.97,8.79,2.32,5.92,671.11,1598.78,535.42,289.84,382.86,1.67,0.93,5.57,1.84,0.78,2.74,1.61,320,2430.79,108.85,7981.84,1764.56,Democrat,295.32,
9/1/2022,88.22,7.76,2.3,5.9,664.45,1548.32,536.55,312.66,419.14,1.62,0.93,5.44,1.75,0.77,2.59,1.48,320,2224.76,99.81,7746.01,1680.78,Democrat,296.539,
10/1/2022,90.33,5.62,2.31,5.29,626,1575.9,542.15,343.56,437.95,1.57,1.07,5.33,1.63,0.76,2.2,1.5,317.5,2255.54,92.56,7651.08,1664.45,Democrat,297.987,
11/1/2022,87.38,5.28,2.41,4.72,648.92,1651.6,518.68,320.92,422.68,1.65,1.09,5.07,1.54,0.79,2.23,1.43,300,2350.72,93.34,8049.86,1725.07,Democrat,298.598,
12/1/2022,78.07,5.5,2.51,4.63,645.67,1409.24,571.15,302.25,386.33,1.68,1.1,4.71,1.55,0.81,2.22,1.54,300,2401.69,111.84,8375.4,1797.55,Democrat,298.99,
1/1/2023,80.41,3.27,2.62,4.56,626.59,1351.77,605.12,302.78,380.36,1.68,1.09,4.65,1.54,0.8,2.21,1.63,300,2501.82,122.23,9037.95,1897.71,Democrat,300.536,
2/1/2023,80.25,2.38,2.65,5.06,651.12,1243.01,605.27,298.18,394.75,1.66,1.3,4.65,1.53,0.81,2.19,1.62,322.5,2416.18,127.6,8936.59,1854.54,Democrat,301.648,
3/1/2023,76.47,2.3,2.75,4.9,628.38,1113.19,580.7,282.49,369.86,1.6,1.29,4.84,1.52,0.84,2.1,1.58,345,2296.42,128.37,8856.31,1912.73,Democrat,301.808,
4/1/2023,82.46,2.16,2.88,5.06,614.93,1029.97,546.73,291.11,378.18,1.65,1.46,5.3,1.57,0.91,2.1,1.54,345,2343.23,117.39,8809.42,1999.77,Democrat,302.918,
5/1/2023,74.12,2.15,2.96,4.85,595,988.32,519.19,268.14,367.74,1.61,1.41,5.31,1.54,0.94,2.07,1.56,345,2268.6,105.15,8217.47,1992.13,Democrat,303.294,
6/1/2023,73.26,2.18,3.17,4.57,591.89,1007.12,491.56,266.87,345.5,1.59,1.4,5.01,1.47,0.91,2.04,1.53,344.5,2184.75,113.45,8396.52,1942.9,Democrat,303.841,
7/1/2023,78.98,2.55,3.39,4.27,633.85,1135.74,517.23,242.38,345.5,1.55,1.51,4.78,1.37,0.85,2.05,1.49,342.5,2159.73,114.43,8476.68,1951.02,Democrat,304.348,
8/1/2023,84.72,2.58,3.46,4.12,583.93,1126.53,514.56,207.61,315.82,1.56,1.66,4.73,1.42,0.89,2.11,1.47,346.25,2136.57,110.2,8349.13,1918.7,Democrat,306.269,
9/1/2023,92.22,2.64,3.61,4.05,619.04,1111.63,509.31,223.81,314.68,1.56,1.77,4.9,1.54,0.94,2.16,1.55,347.5,2184.67,120.98,8276.71,1915.95,Democrat,307.481,
10/1/2023,89.08,2.99,3.63,4.05,529.57,1133.87,511.73,230.7,298.1,1.57,2.03,4.98,1.58,0.98,2.11,1.61,347.5,2192.21,118.97,7937.18,1916.25,Democrat,307.619,
11/1/2023,81.35,2.71,4.03,4.35,553.05,1118.39,571.61,211.26,283.55,1.55,2.06,4.88,1.67,0.99,1.99,1.67,347.5,2202.26,131.07,8189.59,1984.11,Democrat,307.917,
12/1/2023,81.48558333,2.714516667,4.036716667,4.35725,553.97175,1120.253983,572.5626833,211.6121,284.0225833,1.552583333,2.063433333,4.888133333,1.672783333,0.99165,1.993316667,1.672783333,348.0791667,2205.930433,131.28845,8203.239317,2023.7922,Republican,308.430195,
1/1/2024,81.62139264,2.719040861,4.043444528,4.364512083,554.8950363,1122.121073,573.5169545,211.9647868,284.4959543,1.555170972,2.066872389,4.896280222,1.675571306,0.99330275,1.996638861,1.675571306,348.6592986,2209.606984,131.5072641,8216.911382,2064.268044,Republican,308.9442453,
2/1/2024,81.75742829,2.723572596,4.050183602,4.37178627,555.8198613,1123.991275,574.4728161,212.3180615,284.9701142,1.557762924,2.070317176,4.904440689,1.678363924,0.994958255,1.999966593,1.678363924,349.2403974,2213.289662,131.7264429,8230.606234,2105.553405,Republican,309.4591524,
3/1/2024,81.89369067,2.728111884,4.056933908,4.379072581,556.7462277,1125.864594,575.4302708,212.6719249,285.4450644,1.560359195,2.073767705,4.912614757,1.681161198,0.996616518,2.00329987,1.681161198,349.8224648,2216.978478,131.9459869,8244.323912,2147.664473,Republican,309.9749177,
4/1/2024,82.03018016,2.732658737,4.063695465,4.386371035,557.6741381,1127.741035,576.3893212,213.0263781,285.9208062,1.562959794,2.077223984,4.920802448,1.683963133,0.998277546,2.006638703,1.683963133,350.4055022,2220.673443,132.1658969,8258.064451,2190.617762,Democrat,310.4915425,
5/1/2024,82.16689713,2.737213168,4.07046829,4.393681653,558.603595,1129.620603,577.3499701,213.3814221,286.3973409,1.565564727,2.080686024,4.929003786,1.686769738,0.999941342,2.009983101,1.686769738,350.9895114,2224.374565,132.3861734,8271.827892,2234.430118,Democrat,311.0090284,
6/1/2024,82.30384195,2.74177519,4.077252404,4.401004456,559.534601,1131.503304,578.31222,213.7370578,286.8746698,1.568174002,2.084153834,4.937218792,1.689581021,1.001607911,2.013333073,1.689581021,351.5744939,2228.081856,132.606817,8285.614272,2279.11872,Democrat,311.5273768,
7/1/2024,82.44101502,2.746344815,4.084047825,4.408339463,560.4671587,1133.389143,579.2760737,214.0932862,287.3527942,1.570787625,2.087627424,4.94544749,1.692396989,1.003277257,2.016688628,1.692396989,352.1604514,2231.795326,132.8278284,8299.423629,2324.701094,Democrat,312.0465891,
8/1/2024,82.57841672,2.750922057,4.090854571,4.415686696,561.4012706,1135.278125,580.2415338,214.4501084,287.8317155,1.573405604,2.091106803,4.953689903,1.695217651,1.004949386,2.020049776,1.695217651,352.7473855,2235.514985,133.0492081,8313.256002,2371.195116,Republican,312.5666667,
9/1/2024,82.71604741,2.755506927,4.097672662,4.423046174,562.3369394,1137.170255,581.2086031,214.8075252,288.3114351,1.576027947,2.094591981,4.961946052,1.698043014,1.006624302,2.023416525,1.698043014,353.3352978,2239.240843,133.2709568,8327.111428,2418.619019,Republican,313.0876112,
10/1/2024,82.85390749,2.760099438,4.104502117,4.430417917,563.2741676,1139.065539,582.1772841,215.1655378,288.7919541,1.57865466,2.098082968,4.970215962,1.700873086,1.008302009,2.026788886,1.700873086,353.9241899,2242.972911,133.493075,8340.989948,2466.991399,Republican,313.6094239,
11/1/2024,82.99199733,2.764699604,4.111342953,4.437801947,564.2129579,1140.963982,583.1475796,215.524147,289.2732741,1.581285751,2.101579773,4.978499656,1.703707874,1.009982512,2.030166868,1.703707874,354.5140636,2246.711199,133.7155635,8354.891597,2516.331227,Republican,314.1321062,
12/1/2024,83.13031733,2.769307437,4.118195192,4.445198284,565.1533128,1142.865588,584.1194922,215.8833539,289.7553962,1.583921228,2.105082406,4.986797155,1.706547387,1.011665816,2.033550479,1.706547387,355.1049204,2250.455718,133.9384228,8368.816417,2566.657852,Democrat,314.6556598,
1/1/2025,83.26886786,2.773922949,4.12505885,4.452606948,566.095235,1144.770364,585.0930247,216.2431595,290.2383218,1.586561096,2.108590876,4.995108484,1.709391633,1.013351926,2.03693973,1.709391633,355.6967619,2254.206477,134.1616535,8382.764444,2617.991009,Democrat,315.1800859,
2/1/2025,83.40764931,2.778546154,4.131933948,4.460027959,567.0387271,1146.678315,586.0681797,216.6035647,290.7220524,1.589205365,2.112105194,5.003433665,1.712240619,1.015040846,2.04033463,1.712240619,356.2895898,2257.963488,134.3852562,8396.735718,2670.350829,Democrat,315.705386,
3/1/2025,83.54666205,2.783177064,4.138820505,4.467461339,567.9837916,1148.589445,587.04496,216.9645707,291.2065891,1.59185404,2.11562537,5.011772721,1.715094353,1.016732581,2.043735187,1.715094353,356.8834058,2261.726761,134.6092317,8410.730278,2723.757845,Democrat,316.2315616,
4/1/2025,83.68590649,2.787815693,4.145718539,4.474907108,568.9304313,1150.503761,588.0233683,217.3261783,291.6919334,1.59450713,2.119151412,5.020125675,1.717952844,1.018427135,2.047141413,1.717952844,357.4782115,2265.496305,134.8335804,8424.748162,2778.233002,Republican,316.7586142,
5/1/2025,83.825383,2.792462052,4.15262807,4.482365287,569.8786487,1152.421267,589.0034072,217.6883886,292.1780867,1.597164642,2.122683331,5.028492551,1.720816099,1.020124513,2.050553315,1.720816099,358.0740085,2269.272132,135.058303,8438.789408,2833.797662,Republican,317.2865453,
6/1/2025,83.96509197,2.797116155,4.159549117,4.489835895,570.8284464,1154.341969,589.9850796,218.0512026,292.6650501,1.599826583,2.126221137,5.036873372,1.723684125,1.021824721,2.053970904,1.723684125,358.6707985,2273.054253,135.2834002,8452.854057,2890.473616,Republican,317.8153562,
7/1/2025,84.10503379,2.801778016,4.166481699,4.497318955,571.7798272,1156.265873,590.968388,218.4146213,293.1528252,1.602492961,2.129764839,5.045268161,1.726556932,1.023527762,2.057394189,1.726556932,359.2685832,2276.842676,135.5088725,8466.942148,2948.283088,Republican,318.3450484,
8/1/2025,84.24520885,2.806447646,4.173425835,4.504814487,572.7327935,1158.192982,591.9533353,218.7786456,293.6414133,1.605163783,2.133314447,5.053676941,1.729434527,1.025233642,2.060823179,1.729434527,359.8673642,2280.637414,135.7347206,8481.053718,3007.24875,Democrat,318.8756235,
9/1/2025,84.38561753,2.811125059,4.180381545,4.512322511,573.6873482,1160.123304,592.9399242,219.1432767,294.1308156,1.607839056,2.136869971,5.062099736,1.732316918,1.026942365,2.064257884,1.732316918,360.4671431,2284.438477,135.9609452,8495.188807,3067.393725,Democrat,319.4070829,
10/1/2025,84.52626023,2.815810267,4.187348847,4.519843048,574.6434938,1162.056843,593.9281574,219.5085155,294.6210337,1.610518787,2.140431421,5.070536569,1.735204113,1.028653935,2.067698314,1.735204113,361.0679217,2288.245874,136.1875467,8509.347455,3128.741599,Democrat,319.939428,
11/1/2025,84.66713733,2.820503284,4.194327762,4.52737612,575.6012329,1163.993604,594.9180377,219.874363,295.1120687,1.613202985,2.143998806,5.078987464,1.73809612,1.030368358,2.071144478,1.73809612,361.6697016,2292.059617,136.414526,8523.529701,3191.316431,Democrat,320.4726604,
12/1/2025,84.80824922,2.825204123,4.201318308,4.534921747,576.5605683,1165.933594,595.9095678,220.2408203,295.6039222,1.615891657,2.147572138,5.087452443,1.740992947,1.032085639,2.074596385,1.740992947,362.2724844,2295.879716,136.6418835,8537.735584,3255.14276,Republican,321.0067815,
1/1/2026,84.94959631,2.829912796,4.208320505,4.54247995,577.5215026,1167.876816,596.9027504,220.6078883,296.0965954,1.61858481,2.151151425,5.09593153,1.743894601,1.033805782,2.078054046,1.743894601,362.8762719,2299.706183,136.86962,8551.965143,3320.245615,Republican,321.5417928,
2/1/2026,85.09117897,2.834629318,4.215334373,4.55005075,578.4840384,1169.823278,597.8975883,220.9755681,296.5900897,1.621282451,2.154736677,5.104424749,1.746801092,1.035528791,2.081517469,1.746801092,363.4810656,2303.539026,137.097736,8566.218419,3386.650527,Republican,322.0776958,
3/1/2026,85.2329976,2.8393537,4.22235993,4.557634168,579.4481785,1171.772983,598.8940843,221.3438608,297.0844065,1.623984589,2.158327905,5.112932124,1.749712428,1.037254673,2.084986665,1.749712428,364.0868674,2307.378258,137.3262323,8580.495449,3454.383538,Republican,322.614492,
4/1/2026,85.37505259,2.844085956,4.229397197,4.565230225,580.4139255,1173.725938,599.8922411,221.7127672,297.5795472,1.626691229,2.161925118,5.121453677,1.752628615,1.03898343,2.088461643,1.752628615,364.6936789,2311.223888,137.5551093,8594.796275,3523.471208,Democrat,323.1521828,
5/1/2026,85.51734435,2.848826099,4.236446192,4.572838942,581.381282,1175.682148,600.8920615,222.0822885,298.0755131,1.629402382,2.165528326,5.129989434,1.755549663,1.04071507,2.091942412,1.755549663,365.3015017,2315.075928,137.7843678,8609.120935,3593.940633,Democrat,323.6907698,
6/1/2026,85.65987325,2.853574143,4.243506936,4.58046034,582.3502508,1177.641618,601.8935483,222.4524256,298.5723056,1.632118052,2.16913754,5.138539416,1.758475579,1.042449595,2.095428983,1.758475579,365.9103375,2318.934388,138.0140085,8623.46947,3665.819445,Democrat,324.2302544,
7/1/2026,85.80263971,2.8583301,4.250579447,4.588094441,583.3208346,1179.604354,602.8967042,222.8231797,299.0699261,1.634838249,2.17275277,5.147103648,1.761406371,1.044187011,2.098921365,1.761406371,366.5201881,2322.799279,138.2440318,8637.841919,3739.135834,Democrat,324.7706381,
8/1/2026,85.94564411,2.863093983,4.257663746,4.595741265,584.293036,1181.570362,603.901532,223.1945516,299.568376,1.637562979,2.176374024,5.155682154,1.764342049,1.045927322,2.102419567,1.764342049,367.131055,2326.670611,138.4744385,8652.238323,3813.918551,Republican,325.3119225,
9/1/2026,86.08888685,2.867865807,4.264759853,4.603400833,585.2668577,1183.539646,604.9080346,223.5665425,300.0676566,1.640292251,2.180001314,5.164274958,1.767282619,1.047670534,2.1059236,1.767282619,367.7429401,2330.548395,138.7052292,8666.65872,3890.196922,Republican,325.8541091,
10/1/2026,86.23236833,2.872645583,4.271867786,4.611073168,586.2423024,1185.512212,605.9162146,223.9391534,300.5677694,1.643026071,2.18363465,5.172882083,1.77022809,1.049416652,2.109433472,1.77022809,368.355845,2334.432643,138.9364046,8681.103151,3968.00086,Republican,326.3971992,
11/1/2026,86.37608894,2.877433326,4.278987565,4.61875829,587.2193729,1187.488065,606.926075,224.3123854,301.0687157,1.645764448,2.187274041,5.181503553,1.77317847,1.05116568,2.112949195,1.77317847,368.9697714,2338.323364,139.1679653,8695.571656,4047.360878,Republican,326.9411946,
12/1/2026,86.52004909,2.882229048,4.286119211,4.626456221,588.1980719,1189.467212,607.9376184,224.6862393,301.5704969,1.648507389,2.190919498,5.190139392,1.776133767,1.052917623,2.116470777,1.776133767,369.5847211,2342.220569,139.3999119,8710.064276,4128.308095,Democrat,327.4860966,
1/1/2027,86.66424917,2.887032763,4.293262743,4.634166981,589.178402,1191.449657,608.9508478,225.0607164,302.0731144,1.651254901,2.19457103,5.198789625,1.77909399,1.054672485,2.119998228,1.77909399,370.2006956,2346.12427,139.6322451,8724.581049,4210.874257,Democrat,328.0319067,
2/1/2027,86.80868959,2.891844484,4.300418181,4.641890593,590.160366,1193.435407,609.9657659,225.4358176,302.5765695,1.654006993,2.198228648,5.207454274,1.782059147,1.056430273,2.123531558,1.782059147,370.8176968,2350.034477,139.8649655,8739.122018,4295.091742,Democrat,328.5786266,
3/1/2027,86.95337074,2.896664225,4.307585545,4.649627077,591.1439666,1195.424466,610.9823755,225.811544,303.0808638,1.656763671,2.201892363,5.216133364,1.785029246,1.05819099,2.127070778,1.785029246,371.4357263,2353.951201,140.0980738,8753.687221,4380.993577,Democrat,329.1262576,
4/1/2027,87.09829302,2.901491999,4.314764854,4.657376455,592.1292066,1197.41684,612.0006795,226.1878965,303.5859986,1.659524944,2.205562183,5.22482692,1.788004294,1.059954642,2.130615896,1.788004294,372.0547858,2357.874453,140.3315706,8768.2767,4468.613449,Republican,329.6748014,
5/1/2027,87.24345684,2.906327819,4.321956129,4.665138749,593.1160886,1199.412535,613.0206806,226.5648764,304.0919753,1.662290819,2.20923812,5.233534965,1.790984302,1.061721233,2.134166922,1.790984302,372.6748771,2361.804244,140.5654565,8782.890494,4557.985717,Republican,330.2242594,
6/1/2027,87.3888626,2.911171698,4.329159389,4.672913981,594.1046154,1201.411556,614.0423817,226.9424845,304.5987952,1.665061303,2.212920184,5.242257523,1.793969275,1.063490768,2.137723867,1.793969275,373.2960019,2365.740585,140.7997323,8797.528645,4649.145432,Republican,330.7746331,
7/1/2027,87.53451071,2.916023651,4.336374655,4.680702171,595.0947898,1203.413908,615.0657857,227.320722,305.1064599,1.667836406,2.216608384,5.250994619,1.796959224,1.065263253,2.14128674,1.796959224,373.9181619,2369.683486,141.0343985,8812.191193,4742.12834,Republican,331.3259242,
8/1/2027,87.68040156,2.920883691,4.343601946,4.688503341,596.0866144,1205.419598,616.0908953,227.6995898,305.6149706,1.670616133,2.220302732,5.259746277,1.799954156,1.067038691,2.144855551,1.799954156,374.5413588,2373.632958,141.2694558,8826.878178,4836.970907,Democrat,331.8781341,
9/1/2027,87.82653556,2.92575183,4.350841282,4.696317513,597.0800921,1207.428631,617.1177135,228.0790892,306.1243289,1.673400493,2.224003236,5.268512521,1.80295408,1.068817089,2.148430311,1.80295408,375.1655944,2377.589013,141.5049049,8841.589642,4933.710325,Democrat,332.4312643,
10/1/2027,87.97291312,2.930628083,4.358092684,4.704144709,598.0752256,1209.441012,618.146243,228.459221,306.6345361,1.676189494,2.227709908,5.277293375,1.805959003,1.070598451,2.152011028,1.805959003,375.7908704,2381.551661,141.7407464,8856.325625,5032.384532,Democrat,332.9853164,
11/1/2027,88.11953464,2.935512463,4.365356172,4.71198495,599.0720176,1211.456747,619.1764868,228.8399863,307.1455937,1.678983143,2.231422758,5.286088864,1.808968935,1.072382782,2.155597713,1.808968935,376.4171886,2385.520914,141.976981,8871.086167,5133.032223,Democrat,333.5402919,
12/1/2027,88.26640053,2.940404984,4.372631766,4.719838258,600.070471,1213.475841,620.2084476,229.2213863,307.657503,1.681781448,2.235141796,5.294899012,1.811983883,1.074170086,2.159190376,1.811983883,377.0445505,2389.496782,142.2136093,8885.871311,5235.692867,Republican,334.0961924,
1/1/2028,88.4135112,2.945305659,4.379919485,4.727704656,601.0705884,1215.498301,621.2421283,229.603422,308.1702655,1.684584417,2.238867032,5.303723843,1.815003856,1.07596037,2.162789026,1.815003856,377.6729581,2393.479277,142.450632,8900.681097,5340.406724,Republican,334.6530194,
2/1/2028,88.56086705,2.950214502,4.387219351,4.735584163,602.0723728,1217.524132,622.2775319,229.9860943,308.6838826,1.687392058,2.242598477,5.312563383,1.818028863,1.077753637,2.166393675,1.818028863,378.302413,2397.468409,142.6880497,8915.515565,5447.214859,Republican,335.2107744,
3/1/2028,88.7084685,2.955131526,4.394531384,4.743476804,603.0758267,1219.553338,623.3146611,230.3694045,309.1983558,1.690204378,2.246336141,5.321417656,1.821058911,1.079549893,2.170004331,1.821058911,378.9329171,2401.46419,142.9258631,8930.374758,5556.159156,Republican,335.7694591,
4/1/2028,88.85631595,2.960056745,4.401855603,4.751382598,604.0809531,1221.585927,624.3535188,230.7533535,309.7136864,1.693021386,2.250080035,5.330286685,1.824094009,1.081349143,2.173621005,1.824094009,379.5644719,2405.46663,143.1640729,8945.258716,5667.282339,Democrat,336.3290748,
5/1/2028,89.00440981,2.964990173,4.409192029,4.759301569,605.0877547,1223.621904,625.394108,231.1379424,310.2298759,1.695843088,2.253830168,5.339170496,1.827134166,1.083151392,2.177243706,1.827134166,380.1970794,2409.475741,143.4026797,8960.16748,5780.627986,Democrat,336.8896233,
6/1/2028,89.15275049,2.969931823,4.416540682,4.767233739,606.0962343,1225.661274,626.4364316,231.5231723,310.7469256,1.698669493,2.257586552,5.348069114,1.830179389,1.084956644,2.180872446,1.830179389,380.8307412,2413.491534,143.6416842,8975.101093,5896.240546,Democrat,337.451106,
7/1/2028,89.30133841,2.97488171,4.423901583,4.775179128,607.1063947,1227.704043,627.4804923,231.9090443,311.2648372,1.701500609,2.261349196,5.356982562,1.833229688,1.086764905,2.184507233,1.833229688,381.4654591,2417.51402,143.881087,8990.059594,6014.165357,Democrat,338.0135245,
8/1/2028,89.45017397,2.979839846,4.431274752,4.78313776,608.1182387,1229.750216,628.5262931,232.2955594,311.7836119,1.704336443,2.265118112,5.365910866,1.836285071,1.08857618,2.188148079,1.836285071,382.1012348,2421.54321,144.1208888,9005.043027,6134.448664,Republican,338.5768804,
9/1/2028,89.59925759,2.984806246,4.43866021,4.791109656,609.1317691,1231.7998,629.5738369,232.6827186,312.3032513,1.707177004,2.268893308,5.374854051,1.839345546,1.090390473,2.191794992,1.839345546,382.7380702,2425.579115,144.3610903,9020.051432,6257.137637,Republican,339.1411752,
10/1/2028,89.74858969,2.989780923,4.446057977,4.799094839,610.1469887,1233.852799,630.6231266,233.0705231,312.8237567,1.710022299,2.272674797,5.383812141,1.842411122,1.092207791,2.195447984,1.842411122,383.375967,2429.621747,144.6016921,9035.084851,6382.28039,Republican,339.7064105,
11/1/2028,89.89817067,2.994763891,4.453468074,4.80709333,611.1639003,1235.909221,631.6741652,233.458974,313.3451296,1.712872336,2.276462589,5.392785161,1.845481807,1.094028137,2.199107064,1.845481807,384.014927,2433.671117,144.8426949,9050.143326,6509.925998,Republican,340.2725878,
12/1/2028,90.04800096,2.999755164,4.460890521,4.815105153,612.1825068,1237.969069,632.7269555,233.8480723,313.8673715,1.715727123,2.280256693,5.401773137,1.84855761,1.095851517,2.202772242,1.84855761,384.6549518,2437.727235,145.0840994,9065.226898,6640.124517,Democrat,340.8397088,
1/1/2029,90.19808096,3.004754756,4.468325338,4.823130328,613.202811,1240.032351,633.7815004,234.2378191,314.3904838,1.718586669,2.284057121,5.410776092,1.85163854,1.097677937,2.206443529,1.85163854,385.2960434,2441.790114,145.3259062,9080.33561,6772.927008,Democrat,341.407775,
2/1/2029,90.34841109,3.009762681,4.475772547,4.831168878,614.2248157,1242.099072,634.8378029,234.6282155,314.9144679,1.72145098,2.287863883,5.419794052,1.854724604,1.0995074,2.210120935,1.854724604,385.9382035,2445.859764,145.5681161,9095.469502,6908.385548,Democrat,341.9767879,
3/1/2029,90.49899178,3.014778952,4.483232168,4.839220827,615.2485237,1244.169237,635.8958659,235.0192625,315.4393254,1.724320065,2.291676989,5.428827042,1.857815812,1.101339912,2.21380447,1.857815812,386.5814338,2449.936197,145.8107296,9110.628618,7046.553259,Democrat,342.5467493,
4/1/2029,90.72523926,3.022315899,4.494440248,4.851318879,616.786645,1247.27966,637.4856056,235.6068107,316.2279237,1.728630865,2.297406181,5.44239911,1.862460352,1.104093262,2.219338981,1.862460352,387.5478874,2456.061037,146.1752564,9133.40519,7064.169642,Republican,343.4031162,
5/1/2029,90.95205236,3.029871689,4.505676349,4.863447176,618.3286116,1250.397859,639.0793196,236.1958277,317.0184935,1.732952442,2.303149697,5.456005107,1.867116502,1.106853495,2.224887329,1.867116502,388.5167571,2462.20119,146.5406946,9156.238703,7081.830066,Republican,344.261624,
6/1/2029,91.17943249,3.037446368,4.51694054,4.875605794,619.8744332,1253.523854,640.6770179,236.7863173,317.8110398,1.737284823,2.308907571,5.46964512,1.871784294,1.109620629,2.230449547,1.871784294,389.488049,2468.356693,146.9070463,9179.129299,7099.534641,Republican,345.122278,
7/1/2029,91.40738107,3.045039984,4.528232891,4.887794809,621.4241192,1256.657664,642.2787104,237.378283,318.6055674,1.741628035,2.31467984,5.483319233,1.876463754,1.11239468,2.236025671,1.876463754,390.4617691,2474.527585,147.2743139,9202.077123,7117.283478,Republican,345.9850837,
